Year,Indicator Name,Value,Indicator_Code,Value_original,Value_converted,was_whole_number
1967,Number of neonatal deaths,13441.0,IND_012,13441.0,13441.0,True
1966,Number of neonatal deaths,13526.0,IND_012,13526.0,13526.0,True
1965,Number of neonatal deaths,13837.0,IND_012,13837.0,13837.0,True
1964,Number of neonatal deaths,14072.0,IND_012,14072.0,14072.0,True
1963,Number of neonatal deaths,14134.0,IND_012,14134.0,14134.0,True
1962,Number of neonatal deaths,14115.0,IND_012,14115.0,14115.0,True
1961,Number of neonatal deaths,14213.0,IND_012,14213.0,14213.0,True
1960,Number of neonatal deaths,14496.0,IND_012,14496.0,14496.0,True
2022,Women's share of population ages 15+ living with HIV (%),29.0132547864507,IND_013,29.0132547864507,29.0132547864507,False
2021,Women's share of population ages 15+ living with HIV (%),29.397233201581,IND_013,29.397233201581,29.397233201581,False
2020,Women's share of population ages 15+ living with HIV (%),29.7619047619048,IND_013,29.7619047619048,29.7619047619048,False
2019,Women's share of population ages 15+ living with HIV (%),30.1168863466799,IND_013,30.1168863466799,30.1168863466799,False
2018,Women's share of population ages 15+ living with HIV (%),30.3677932405567,IND_013,30.3677932405567,30.3677932405567,False
2017,Women's share of population ages 15+ living with HIV (%),30.5101535413571,IND_013,30.5101535413571,30.5101535413571,False
2016,Women's share of population ages 15+ living with HIV (%),30.5774925962488,IND_013,30.5774925962488,30.5774925962488,False
2015,Women's share of population ages 15+ living with HIV (%),30.615763546798,IND_013,30.615763546798,30.615763546798,False
2014,Women's share of population ages 15+ living with HIV (%),30.6860093434964,IND_013,30.6860093434964,30.6860093434964,False
2013,Women's share of population ages 15+ living with HIV (%),30.7409224730128,IND_013,30.7409224730128,30.7409224730128,False
2012,Women's share of population ages 15+ living with HIV (%),30.7053941908714,IND_013,30.7053941908714,30.7053941908714,False
2011,Women's share of population ages 15+ living with HIV (%),30.4463852498787,IND_013,30.4463852498787,30.4463852498787,False
2010,Women's share of population ages 15+ living with HIV (%),29.9370764762827,IND_013,29.9370764762827,29.9370764762827,False
2009,Women's share of population ages 15+ living with HIV (%),29.3061620572538,IND_013,29.3061620572538,29.3061620572538,False
2008,Women's share of population ages 15+ living with HIV (%),28.6203522504892,IND_013,28.6203522504892,28.6203522504892,False
2007,Women's share of population ages 15+ living with HIV (%),27.8925105747698,IND_013,27.8925105747698,27.8925105747698,False
2006,Women's share of population ages 15+ living with HIV (%),27.1424916858532,IND_013,27.1424916858532,27.1424916858532,False
2005,Women's share of population ages 15+ living with HIV (%),26.378896882494,IND_013,26.378896882494,26.378896882494,False
2004,Women's share of population ages 15+ living with HIV (%),25.6619718309859,IND_013,25.6619718309859,25.6619718309859,False
2003,Women's share of population ages 15+ living with HIV (%),24.9697336561743,IND_013,24.9697336561743,24.9697336561743,False
2002,Women's share of population ages 15+ living with HIV (%),24.2866622428666,IND_013,24.2866622428666,24.2866622428666,False
2001,Women's share of population ages 15+ living with HIV (%),23.6147266641874,IND_013,23.6147266641874,23.6147266641874,False
2000,Women's share of population ages 15+ living with HIV (%),22.9620145113103,IND_013,22.9620145113103,22.9620145113103,False
1999,Women's share of population ages 15+ living with HIV (%),22.3618090452261,IND_013,22.3618090452261,22.3618090452261,False
1998,Women's share of population ages 15+ living with HIV (%),21.7980295566502,IND_013,21.7980295566502,21.7980295566502,False
1997,Women's share of population ages 15+ living with HIV (%),21.243115656963,IND_013,21.243115656963,21.243115656963,False
1996,Women's share of population ages 15+ living with HIV (%),20.8421052631579,IND_013,20.8421052631579,20.8421052631579,False
1995,Women's share of population ages 15+ living with HIV (%),20.353982300885,IND_013,20.353982300885,20.353982300885,False
1994,Women's share of population ages 15+ living with HIV (%),20.0,IND_013,20.0,20.0,True
1993,Women's share of population ages 15+ living with HIV (%),19.8653198653199,IND_013,19.8653198653199,19.8653198653199,False
1992,Women's share of population ages 15+ living with HIV (%),19.4444444444444,IND_013,19.4444444444444,19.4444444444444,False
1991,Women's share of population ages 15+ living with HIV (%),19.2307692307692,IND_013,19.2307692307692,19.2307692307692,False
1990,Women's share of population ages 15+ living with HIV (%),19.6428571428571,IND_013,19.6428571428571,19.6428571428571,False
2022,"Prevalence of HIV, total (% of population ages 15-49)",0.1,IND_014,0.1,0.1,False
2021,"Prevalence of HIV, total (% of population ages 15-49)",0.1,IND_014,0.1,0.1,False
2020,"Prevalence of HIV, total (% of population ages 15-49)",0.1,IND_014,0.1,0.1,False
2019,"Prevalence of HIV, total (% of population ages 15-49)",0.1,IND_014,0.1,0.1,False
2018,"Prevalence of HIV, total (% of population ages 15-49)",0.1,IND_014,0.1,0.1,False
2017,"Prevalence of HIV, total (% of population ages 15-49)",0.1,IND_014,0.1,0.1,False
2016,"Prevalence of HIV, total (% of population ages 15-49)",0.1,IND_014,0.1,0.1,False
2015,"Prevalence of HIV, total (% of population ages 15-49)",0.1,IND_014,0.1,0.1,False
2014,"Prevalence of HIV, total (% of population ages 15-49)",0.1,IND_014,0.1,0.1,False
2013,"Prevalence of HIV, total (% of population ages 15-49)",0.1,IND_014,0.1,0.1,False
2012,"Prevalence of HIV, total (% of population ages 15-49)",0.1,IND_014,0.1,0.1,False
2011,"Prevalence of HIV, total (% of population ages 15-49)",0.1,IND_014,0.1,0.1,False
2010,"Prevalence of HIV, total (% of population ages 15-49)",0.1,IND_014,0.1,0.1,False
2009,"Prevalence of HIV, total (% of population ages 15-49)",0.1,IND_014,0.1,0.1,False
2008,"Prevalence of HIV, total (% of population ages 15-49)",0.1,IND_014,0.1,0.1,False
2007,"Prevalence of HIV, total (% of population ages 15-49)",0.1,IND_014,0.1,0.1,False
2006,"Prevalence of HIV, total (% of population ages 15-49)",0.1,IND_014,0.1,0.1,False
2005,"Prevalence of HIV, total (% of population ages 15-49)",0.1,IND_014,0.1,0.1,False
2004,"Prevalence of HIV, total (% of population ages 15-49)",0.1,IND_014,0.1,0.1,False
2003,"Prevalence of HIV, total (% of population ages 15-49)",0.1,IND_014,0.1,0.1,False
2002,"Prevalence of HIV, total (% of population ages 15-49)",0.1,IND_014,0.1,0.1,False
2001,"Prevalence of HIV, total (% of population ages 15-49)",0.1,IND_014,0.1,0.1,False
2000,"Prevalence of HIV, total (% of population ages 15-49)",0.1,IND_014,0.1,0.1,False
1999,"Prevalence of HIV, total (% of population ages 15-49)",0.1,IND_014,0.1,0.1,False
1998,"Prevalence of HIV, total (% of population ages 15-49)",0.1,IND_014,0.1,0.1,False
1997,"Prevalence of HIV, total (% of population ages 15-49)",0.1,IND_014,0.1,0.1,False
1996,"Prevalence of HIV, total (% of population ages 15-49)",0.1,IND_014,0.1,0.1,False
1995,"Prevalence of HIV, total (% of population ages 15-49)",0.1,IND_014,0.1,0.1,False
1994,"Prevalence of HIV, total (% of population ages 15-49)",0.1,IND_014,0.1,0.1,False
1993,"Prevalence of HIV, total (% of population ages 15-49)",0.1,IND_014,0.1,0.1,False
1992,"Prevalence of HIV, total (% of population ages 15-49)",0.1,IND_014,0.1,0.1,False
1991,"Prevalence of HIV, total (% of population ages 15-49)",0.1,IND_014,0.1,0.1,False
1990,"Prevalence of HIV, total (% of population ages 15-49)",0.1,IND_014,0.1,0.1,False
2022,"Mortality rate, under-5 (per 1,000 live births)",6.5,IND_015,6.5,6.5,False
2021,"Mortality rate, under-5 (per 1,000 live births)",6.7,IND_015,6.7,6.7,False
2020,"Mortality rate, under-5 (per 1,000 live births)",7.0,IND_015,7.0,7.0,True
2019,"Mortality rate, under-5 (per 1,000 live births)",7.3,IND_015,7.3,7.3,False
2018,"Mortality rate, under-5 (per 1,000 live births)",7.6,IND_015,7.6,7.6,False
2017,"Mortality rate, under-5 (per 1,000 live births)",7.9,IND_015,7.9,7.9,False
2016,"Mortality rate, under-5 (per 1,000 live births)",8.3,IND_015,8.3,8.3,False
2015,"Mortality rate, under-5 (per 1,000 live births)",8.8,IND_015,8.8,8.8,False
2014,"Mortality rate, under-5 (per 1,000 live births)",9.3,IND_015,9.3,9.3,False
2013,"Mortality rate, under-5 (per 1,000 live births)",9.9,IND_015,9.9,9.9,False
2012,"Mortality rate, under-5 (per 1,000 live births)",10.4,IND_015,10.4,10.4,False
2011,"Mortality rate, under-5 (per 1,000 live births)",10.8,IND_015,10.8,10.8,False
2010,"Mortality rate, under-5 (per 1,000 live births)",11.2,IND_015,11.2,11.2,False
2009,"Mortality rate, under-5 (per 1,000 live births)",20.8,IND_015,20.8,20.8,False
2008,"Mortality rate, under-5 (per 1,000 live births)",12.0,IND_015,12.0,12.0,True
2007,"Mortality rate, under-5 (per 1,000 live births)",12.6,IND_015,12.6,12.6,False
2006,"Mortality rate, under-5 (per 1,000 live births)",13.3,IND_015,13.3,13.3,False
2005,"Mortality rate, under-5 (per 1,000 live births)",14.1,IND_015,14.1,14.1,False
2004,"Mortality rate, under-5 (per 1,000 live births)",28.7,IND_015,28.7,28.7,False
2003,"Mortality rate, under-5 (per 1,000 live births)",15.1,IND_015,15.1,15.1,False
2002,"Mortality rate, under-5 (per 1,000 live births)",15.6,IND_015,15.6,15.6,False
2001,"Mortality rate, under-5 (per 1,000 live births)",16.1,IND_015,16.1,16.1,False
2000,"Mortality rate, under-5 (per 1,000 live births)",16.7,IND_015,16.7,16.7,False
1999,"Mortality rate, under-5 (per 1,000 live births)",17.5,IND_015,17.5,17.5,False
1998,"Mortality rate, under-5 (per 1,000 live births)",18.4,IND_015,18.4,18.4,False
1997,"Mortality rate, under-5 (per 1,000 live births)",19.1,IND_015,19.1,19.1,False
1996,"Mortality rate, under-5 (per 1,000 live births)",19.8,IND_015,19.8,19.8,False
1995,"Mortality rate, under-5 (per 1,000 live births)",20.4,IND_015,20.4,20.4,False
1994,"Mortality rate, under-5 (per 1,000 live births)",20.9,IND_015,20.9,20.9,False
1993,"Mortality rate, under-5 (per 1,000 live births)",21.3,IND_015,21.3,21.3,False
1992,"Mortality rate, under-5 (per 1,000 live births)",21.7,IND_015,21.7,21.7,False
1991,"Mortality rate, under-5 (per 1,000 live births)",22.0,IND_015,22.0,22.0,True
1990,"Mortality rate, under-5 (per 1,000 live births)",22.3,IND_015,22.3,22.3,False
1989,"Mortality rate, under-5 (per 1,000 live births)",26.6,IND_015,26.6,26.6,False
1988,"Mortality rate, under-5 (per 1,000 live births)",23.5,IND_015,23.5,23.5,False
1987,"Mortality rate, under-5 (per 1,000 live births)",25.1,IND_015,25.1,25.1,False
1986,"Mortality rate, under-5 (per 1,000 live births)",27.4,IND_015,27.4,27.4,False
1985,"Mortality rate, under-5 (per 1,000 live births)",30.2,IND_015,30.2,30.2,False
1984,"Mortality rate, under-5 (per 1,000 live births)",33.5,IND_015,33.5,33.5,False
1983,"Mortality rate, under-5 (per 1,000 live births)",36.9,IND_015,36.9,36.9,False
1982,"Mortality rate, under-5 (per 1,000 live births)",40.0,IND_015,40.0,40.0,True
1981,"Mortality rate, under-5 (per 1,000 live births)",43.0,IND_015,43.0,43.0,True
1980,"Mortality rate, under-5 (per 1,000 live births)",46.2,IND_015,46.2,46.2,False
1979,"Mortality rate, under-5 (per 1,000 live births)",49.9,IND_015,49.9,49.9,False
1978,"Mortality rate, under-5 (per 1,000 live births)",53.8,IND_015,53.8,53.8,False
1977,"Mortality rate, under-5 (per 1,000 live births)",57.7,IND_015,57.7,57.7,False
1976,"Mortality rate, under-5 (per 1,000 live births)",61.2,IND_015,61.2,61.2,False
1975,"Mortality rate, under-5 (per 1,000 live births)",64.0,IND_015,64.0,64.0,True
1974,"Mortality rate, under-5 (per 1,000 live births)",66.1,IND_015,66.1,66.1,False
1973,"Mortality rate, under-5 (per 1,000 live births)",67.6,IND_015,67.6,67.6,False
1972,"Mortality rate, under-5 (per 1,000 live births)",68.6,IND_015,68.6,68.6,False
1971,"Mortality rate, under-5 (per 1,000 live births)",69.4,IND_015,69.4,69.4,False
1970,"Mortality rate, under-5 (per 1,000 live births)",70.2,IND_015,70.2,70.2,False
1969,"Mortality rate, under-5 (per 1,000 live births)",71.4,IND_015,71.4,71.4,False
1968,"Mortality rate, under-5 (per 1,000 live births)",73.1,IND_015,73.1,73.1,False
1967,"Mortality rate, under-5 (per 1,000 live births)",75.5,IND_015,75.5,75.5,False
1966,"Mortality rate, under-5 (per 1,000 live births)",78.2,IND_015,78.2,78.2,False
1965,"Mortality rate, under-5 (per 1,000 live births)",80.8,IND_015,80.8,80.8,False
1964,"Mortality rate, under-5 (per 1,000 live births)",82.8,IND_015,82.8,82.8,False
1963,"Mortality rate, under-5 (per 1,000 live births)",84.7,IND_015,84.7,84.7,False
1962,"Mortality rate, under-5 (per 1,000 live births)",86.9,IND_015,86.9,86.9,False
1961,"Mortality rate, under-5 (per 1,000 live births)",89.7,IND_015,89.7,89.7,False
1960,"Mortality rate, under-5 (per 1,000 live births)",93.9,IND_015,93.9,93.9,False
2022,"Mortality rate, under-5, female (per 1,000 live births)",5.8,IND_016,5.8,5.8,False
2021,"Mortality rate, under-5, female (per 1,000 live births)",6.1,IND_016,6.1,6.1,False
2020,"Mortality rate, under-5, female (per 1,000 live births)",6.3,IND_016,6.3,6.3,False
2019,"Mortality rate, under-5, female (per 1,000 live births)",6.5,IND_016,6.5,6.5,False
2018,"Mortality rate, under-5, female (per 1,000 live births)",6.8,IND_016,6.8,6.8,False
2017,"Mortality rate, under-5, female (per 1,000 live births)",7.1,IND_016,7.1,7.1,False
2016,"Mortality rate, under-5, female (per 1,000 live births)",7.4,IND_016,7.4,7.4,False
2015,"Mortality rate, under-5, female (per 1,000 live births)",7.8,IND_016,7.8,7.8,False
2014,"Mortality rate, under-5, female (per 1,000 live births)",8.3,IND_016,8.3,8.3,False
2013,"Mortality rate, under-5, female (per 1,000 live births)",8.8,IND_016,8.8,8.8,False
2012,"Mortality rate, under-5, female (per 1,000 live births)",9.3,IND_016,9.3,9.3,False
2011,"Mortality rate, under-5, female (per 1,000 live births)",9.7,IND_016,9.7,9.7,False
2010,"Mortality rate, under-5, female (per 1,000 live births)",10.1,IND_016,10.1,10.1,False
2009,"Mortality rate, under-5, female (per 1,000 live births)",19.6,IND_016,19.6,19.6,False
2008,"Mortality rate, under-5, female (per 1,000 live births)",10.8,IND_016,10.8,10.8,False
2007,"Mortality rate, under-5, female (per 1,000 live births)",11.4,IND_016,11.4,11.4,False
2006,"Mortality rate, under-5, female (per 1,000 live births)",12.1,IND_016,12.1,12.1,False
2005,"Mortality rate, under-5, female (per 1,000 live births)",12.8,IND_016,12.8,12.8,False
2004,"Mortality rate, under-5, female (per 1,000 live births)",27.4,IND_016,27.4,27.4,False
2003,"Mortality rate, under-5, female (per 1,000 live births)",13.8,IND_016,13.8,13.8,False
2002,"Mortality rate, under-5, female (per 1,000 live births)",14.2,IND_016,14.2,14.2,False
2001,"Mortality rate, under-5, female (per 1,000 live births)",14.6,IND_016,14.6,14.6,False
2000,"Mortality rate, under-5, female (per 1,000 live births)",15.3,IND_016,15.3,15.3,False
1999,"Mortality rate, under-5, female (per 1,000 live births)",16.1,IND_016,16.1,16.1,False
1998,"Mortality rate, under-5, female (per 1,000 live births)",16.9,IND_016,16.9,16.9,False
1997,"Mortality rate, under-5, female (per 1,000 live births)",17.6,IND_016,17.6,17.6,False
1996,"Mortality rate, under-5, female (per 1,000 live births)",18.2,IND_016,18.2,18.2,False
1995,"Mortality rate, under-5, female (per 1,000 live births)",18.7,IND_016,18.7,18.7,False
1994,"Mortality rate, under-5, female (per 1,000 live births)",19.1,IND_016,19.1,19.1,False
1993,"Mortality rate, under-5, female (per 1,000 live births)",19.4,IND_016,19.4,19.4,False
1992,"Mortality rate, under-5, female (per 1,000 live births)",19.7,IND_016,19.7,19.7,False
1991,"Mortality rate, under-5, female (per 1,000 live births)",19.9,IND_016,19.9,19.9,False
1990,"Mortality rate, under-5, female (per 1,000 live births)",20.3,IND_016,20.3,20.3,False
